PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,PassengerId_1,PassengerId_2,IsAlone,Deck,Cabin_num,Side
1873_01,Earth,1,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,Shalle Barrison,1,1873,01,1,G,293,S
1874_01,Earth,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Armene Woodgezalez,0,1874,01,0,G,305,P
1874_02,Earth,0,PSO J318.5-22,29.0,0,0.0,0.0,0.0,486.0,1479.0,Vanley Woodgezalez,0,1874,02,0,F,374,P
1877_01,Earth,0,TRAPPIST-1e,37.0,0,28.0,25.0,26.0,806.0,3.0,Raque Ellahan,0,1877,01,1,G,306,P
1879_01,Europa,0,TRAPPIST-1e,36.0,0,0.0,583.0,1789.0,19.0,1009.0,Alhair Inderly,0,1879,01,1,D,58,P
1880_01,Earth,0,55 Cancri e,20.0,0,470.0,128.0,0.0,0.0,9.0,Valey Clean,0,1880,01,1,F,376,P
1881_01,Earth,0,TRAPPIST-1e,20.0,0,2215.0,0.0,0.0,86.0,0.0,Samie Valey,1,1881,01,1,F,377,P
1882_01,Europa,0,55 Cancri e,18.0,0,0.0,16263.0,72.0,0.0,15.0,Magnon Antcal,1,1882,01,0,C,71,S
1882_02,Europa,1,55 Cancri e,17.0,0,0.0,0.0,0.0,0.0,0.0,Phonons Antcal,1,1882,02,0,,,
1886_01,Earth,0,TRAPPIST-1e,26.0,0,0.0,3.0,176.0,611.0,0.0,Briane Morrows,0,1886,01,1,E,141,S
1888_01,Earth,0,TRAPPIST-1e,30.0,0,116.0,0.0,0.0,728.0,29.0,Benda Barrelliver,1,1888,01,1,F,361,S
1889_02,Earth,1,TRAPPIST-1e,5.0,0,0.0,0.0,0.0,0.0,0.0,Lerome Hewson,0,1889,02,0,G,307,P
1890_01,Earth,1,55 Cancri e,43.0,0,0.0,0.0,0.0,0.0,0.0,Beathy Englence,0,1890,01,1,G,308,P
1891_01,Mars,1,TRAPPIST-1e,52.0,0,0.0,0.0,0.0,0.0,0.0,,0,1891,01,1,E,142,S
1892_02,Europa,0,TRAPPIST-1e,29.0,0,4.0,841.0,0.0,363.0,1107.0,Ashira Stpingepid,1,1892,02,0,,,
1892_03,Europa,0,55 Cancri e,19.0,0,0.0,748.0,158.0,5037.0,44.0,Schird Stpingepid,0,1892,03,0,D,59,P
1897_01,Europa,0,55 Cancri e,39.0,0,0.0,10153.0,1.0,78.0,5063.0,Zaurion Gocent,1,1897,01,0,C,72,S
1897_02,Europa,0,TRAPPIST-1e,38.0,0,0.0,354.0,0.0,1806.0,0.0,Arino Gocent,1,1897,02,0,C,72,S
1898_01,Earth,1,55 Cancri e,21.0,0,,0.0,0.0,0.0,0.0,Walles Fishopper,0,1898,01,1,G,296,S
1899_01,Earth,0,PSO J318.5-22,25.0,0,11.0,44.0,397.0,0.0,0.0,Sylvin Curton,0,1899,01,1,G,297,S
1901_01,Europa,1,55 Cancri e,42.0,0,0.0,0.0,0.0,0.0,0.0,Castork Tractive,1,1901,01,0,A,14,P
1901_02,Europa,1,55 Cancri e,36.0,0,0.0,0.0,0.0,0.0,0.0,Neshath Tractive,1,1901,02,0,A,14,P
1903_01,Earth,1,TRAPPIST-1e,42.0,0,0.0,0.0,0.0,0.0,0.0,Brina Loway,0,1903,01,1,G,309,P
1905_01,Earth,0,55 Cancri e,40.0,0,1465.0,39.0,0.0,0.0,1225.0,Kimena Torrez,0,1905,01,1,F,364,S
1906_01,Earth,1,TRAPPIST-1e,14.0,0,0.0,0.0,0.0,0.0,0.0,Claura Booneid,0,1906,01,1,G,299,S
1907_01,Europa,0,TRAPPIST-1e,50.0,0,,1810.0,0.0,126.0,247.0,Axionif Neceriont,0,1907,01,1,D,60,P
1908_01,Mars,0,TRAPPIST-1e,18.0,0,1218.0,0.0,34.0,1095.0,0.0,Herms Chcak,0,1908,01,1,E,115,P
1911_01,Earth,0,TRAPPIST-1e,46.0,0,8.0,652.0,0.0,5.0,90.0,Dia Cartez,0,1911,01,1,G,300,S
1915_01,Earth,0,TRAPPIST-1e,,0,0.0,51.0,0.0,37.0,704.0,Letta Hurchez,0,1915,01,1,E,116,P
1916_01,Europa,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,Cheddin Castery,1,1916,01,0,D,61,P
1916_02,Europa,0,55 Cancri e,22.0,0,1744.0,79.0,0.0,12.0,1514.0,,0,1916,02,0,D,61,P
1918_01,Europa,1,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Nesham Assibler,0,1918,01,0,A,23,S
1918_02,Europa,1,TRAPPIST-1e,52.0,0,0.0,0.0,0.0,0.0,0.0,Sheleb Assibler,1,1918,02,0,A,23,S
1918_03,Europa,0,TRAPPIST-1e,38.0,0,34.0,2043.0,0.0,1339.0,0.0,Hallux Assibler,1,1918,03,0,A,23,S
1920_01,Mars,0,TRAPPIST-1e,46.0,0,731.0,0.0,288.0,0.0,2.0,Burbix Horte,0,1920,01,1,E,117,P
1922_01,Earth,1,55 Cancri e,23.0,0,0.0,0.0,0.0,0.0,0.0,Tonald Hickson,0,1922,01,1,G,303,S
1923_02,Europa,1,55 Cancri e,24.0,0,0.0,0.0,0.0,0.0,0.0,Ranan Dister,1,1923,02,0,C,65,P
1926_01,,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,Billey Conney,0,1926,01,1,G,305,S
1927_01,Mars,0,TRAPPIST-1e,55.0,0,2424.0,0.0,1.0,0.0,284.0,Trohs Hapie,0,1927,01,1,D,66,S
1928_01,Earth,0,PSO J318.5-22,21.0,0,0.0,0.0,107.0,166.0,388.0,Leence Anthon,1,1928,01,1,E,144,S
1931_01,Europa,1,55 Cancri e,56.0,0,0.0,0.0,0.0,0.0,0.0,Kumark Dressink,1,1931,01,1,C,73,S
1935_01,Earth,1,55 Cancri e,18.0,0,0.0,0.0,0.0,0.0,0.0,Sharie Gallenry,0,1935,01,1,G,307,S
1937_01,Earth,0,TRAPPIST-1e,47.0,0,7.0,877.0,17.0,0.0,0.0,Therly Knoxtones,0,1937,01,1,F,368,S
1938_01,Earth,0,TRAPPIST-1e,36.0,0,0.0,0.0,1508.0,110.0,117.0,Gretty Charpelaney,1,1938,01,1,F,369,S
1940_01,Mars,0,TRAPPIST-1e,27.0,0,120.0,0.0,1476.0,3.0,0.0,Wins Bate,0,1940,01,1,F,386,P
1941_01,Earth,0,TRAPPIST-1e,20.0,0,717.0,0.0,0.0,0.0,0.0,Man Hendrewsons,0,1941,01,1,F,370,S
1942_01,Earth,0,TRAPPIST-1e,47.0,0,0.0,444.0,328.0,56.0,0.0,Gerly Gaineyerson,0,1942,01,1,G,312,P
1946_01,Earth,0,TRAPPIST-1e,34.0,0,0.0,0.0,53.0,731.0,0.0,Rayley Castannison,0,1946,01,1,G,313,P
1947_01,Earth,0,TRAPPIST-1e,21.0,0,942.0,0.0,0.0,0.0,7.0,Lorian Vandan,0,1947,01,1,F,372,S
1950_01,Earth,0,TRAPPIST-1e,51.0,0,0.0,0.0,0.0,101.0,1357.0,Tonyn Welles,0,1950,01,1,F,374,S
1952_01,Earth,0,TRAPPIST-1e,23.0,0,382.0,0.0,398.0,8.0,0.0,,0,1952,01,1,E,121,P
1956_01,Mars,0,TRAPPIST-1e,37.0,0,2765.0,0.0,1134.0,0.0,0.0,,0,1956,01,0,D,68,S
1956_02,Mars,0,PSO J318.5-22,44.0,0,708.0,0.0,5.0,0.0,74.0,Mesh Pread,1,1956,02,0,D,68,S
1957_01,Earth,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,Patoya Maynardner,0,1957,01,1,G,309,S
1959_01,Europa,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,Weion Exibuctich,1,1959,01,0,C,66,P
1959_02,Europa,0,TRAPPIST-1e,40.0,0,0.0,382.0,0.0,1.0,3822.0,,0,1959,02,0,C,66,P
1959_03,Europa,0,55 Cancri e,29.0,0,0.0,433.0,4899.0,393.0,260.0,Menchah Exibuctich,1,1959,03,0,C,66,P
1960_01,Earth,1,TRAPPIST-1e,36.0,0,0.0,0.0,0.0,0.0,0.0,Deanny Lynnerett,1,1960,01,0,E,122,P
1960_02,Earth,0,PSO J318.5-22,21.0,0,0.0,0.0,677.0,4.0,0.0,Joana Lynnerett,1,1960,02,0,E,122,P
1961_01,Earth,0,TRAPPIST-1e,35.0,0,302.0,6.0,0.0,6.0,613.0,Kayne Giller,1,1961,01,1,G,315,P
1962_01,Earth,0,TRAPPIST-1e,24.0,0,3.0,361.0,94.0,824.0,160.0,Verek Buckeenez,0,1962,01,0,F,390,P
1962_03,Earth,1,TRAPPIST-1e,0.0,0,,0.0,0.0,0.0,0.0,Dixiel Ryanga,1,1962,03,0,G,316,P
1964_01,Europa,0,TRAPPIST-1e,63.0,0,,869.0,1.0,375.0,3377.0,Altara Righturter,0,1964,01,1,C,74,S
1967_01,Earth,1,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,Megany Humphreyes,1,1967,01,1,G,318,P
1969_01,Europa,0,55 Cancri e,27.0,0,,21066.0,0.0,2448.0,2293.0,Unukath Sandul,1,1969,01,1,C,75,S
1971_01,Earth,0,PSO J318.5-22,54.0,0,3.0,0.0,56.0,633.0,0.0,Megany Irwinson,0,1971,01,1,F,375,S
1973_01,Europa,1,55 Cancri e,39.0,0,0.0,0.0,0.0,0.0,0.0,Gomeron Clindy,1,1973,01,1,A,24,S
1974_01,Mars,0,TRAPPIST-1e,41.0,0,3702.0,0.0,1.0,0.0,18.0,Sugark Cusa,0,1974,01,1,D,63,P
1976_01,Europa,0,55 Cancri e,23.0,0,0.0,8037.0,0.0,1.0,2.0,Sadirab Craleve,1,1976,01,0,B,82,S
1976_03,Europa,1,55 Cancri e,26.0,1,0.0,0.0,0.0,0.0,0.0,Cellah Lansuffle,1,1976,03,0,B,82,S
1976_04,Europa,0,TRAPPIST-1e,39.0,0,1.0,2972.0,0.0,3175.0,1.0,Zinoth Lansuffle,0,1976,04,0,B,82,S
1976_06,Europa,1,TRAPPIST-1e,64.0,0,0.0,0.0,0.0,0.0,0.0,Wasaleh Lansuffle,1,1976,06,0,B,82,S
1976_07,Europa,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,Alaslon Craleve,1,1976,07,0,B,82,S
1977_01,Mars,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,Froder Paska,1,1977,01,1,F,393,P
1978_01,,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,,1,1978,01,1,G,311,S
1979_01,Earth,0,TRAPPIST-1e,26.0,0,401.0,0.0,693.0,62.0,0.0,Delley Moodson,0,1979,01,1,F,376,S
1980_01,Earth,1,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,Scotte Browlerson,1,1980,01,0,G,312,S
1980_02,Earth,0,TRAPPIST-1e,29.0,0,1434.0,5.0,0.0,0.0,0.0,Man Freevenson,0,1980,02,0,G,312,S
1980_03,Earth,1,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,Penne Browlerson,1,1980,03,0,G,312,S
1981_01,Earth,0,TRAPPIST-1e,27.0,0,196.0,602.0,0.0,0.0,198.0,Julion Cobson,0,1981,01,1,E,124,P
1983_01,Earth,0,PSO J318.5-22,17.0,0,414.0,0.0,139.0,28.0,173.0,Felia Cooperkins,0,1983,01,1,G,320,P
1984_01,Europa,0,55 Cancri e,37.0,0,0.0,3166.0,0.0,91.0,6.0,Mesath Wassid,1,1984,01,1,,,
1988_01,Earth,1,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,Eleaha Wallerson,0,1988,01,1,G,321,P
1991_01,Earth,0,55 Cancri e,22.0,0,0.0,0.0,30.0,499.0,138.0,Leenny Palmes,0,1991,01,0,F,378,S
1991_02,Earth,0,TRAPPIST-1e,22.0,0,213.0,85.0,352.0,12.0,1.0,Aude Palmes,1,1991,02,0,E,146,S
1992_01,Mars,1,TRAPPIST-1e,21.0,0,,0.0,0.0,0.0,0.0,Lucan Killé,1,1992,01,1,F,379,S
1993_01,Earth,0,TRAPPIST-1e,31.0,0,1062.0,0.0,802.0,71.0,0.0,Lorey Fishopper,0,1993,01,1,F,380,S
1994_01,Earth,0,TRAPPIST-1e,17.0,0,0.0,0.0,249.0,537.0,5.0,Cary Pagedy,1,1994,01,1,E,125,P
1995_01,Earth,0,PSO J318.5-22,30.0,0,231.0,0.0,0.0,274.0,26.0,Gerry Sterreray,0,1995,01,1,G,314,S
1996_01,Earth,0,TRAPPIST-1e,15.0,0,12.0,25.0,197.0,631.0,0.0,Sallie Fryan,0,1996,01,1,F,381,S
1997_01,Earth,0,TRAPPIST-1e,42.0,0,37.0,1670.0,0.0,0.0,0.0,Joyn Hartley,1,1997,01,1,G,315,S
1999_01,Earth,0,TRAPPIST-1e,55.0,0,373.0,1.0,1.0,496.0,0.0,Shelle Kimons,0,1999,01,1,F,383,S
2001_01,Earth,0,TRAPPIST-1e,33.0,0,673.0,194.0,548.0,59.0,40.0,All Pittler,0,2001,01,1,F,396,P
2003_01,Earth,0,TRAPPIST-1e,19.0,0,3.0,6.0,20.0,60.0,719.0,Viviay Oconley,0,2003,01,1,G,323,P
2006_01,Earth,0,TRAPPIST-1e,24.0,0,,856.0,0.0,0.0,5.0,Eriky Moorez,0,2006,01,0,F,386,S
2006_02,Earth,0,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,Crisey Moorez,0,2006,02,0,G,317,S
2007_01,Europa,0,55 Cancri e,30.0,0,0.0,5734.0,0.0,5.0,1.0,Aviton Gocent,1,2007,01,1,A,25,S
2009_01,Europa,0,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,Aldibah Contery,0,2009,01,0,B,59,P
2009_02,Europa,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,Cheliak Contery,1,2009,02,0,B,59,P
2009_03,Europa,1,55 Cancri e,40.0,0,0.0,0.0,0.0,0.0,0.0,Gluebah Contery,1,2009,03,0,B,59,P
2011_01,Earth,1,PSO J318.5-22,46.0,0,0.0,0.0,0.0,0.0,0.0,Tonyn Bartines,0,2011,01,1,G,318,S
2012_01,Europa,0,55 Cancri e,30.0,1,1250.0,865.0,0.0,3725.0,5416.0,Mirakis Amincrerus,0,2012,01,1,B,60,P
2013_01,Earth,0,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,804.0,Emmax Water,0,2013,01,1,F,398,P
2015_01,Earth,0,TRAPPIST-1e,19.0,0,1139.0,18.0,0.0,0.0,671.0,Fayene Hickett,1,2015,01,1,F,387,S
2019_01,Europa,0,55 Cancri e,22.0,0,0.0,5183.0,0.0,1080.0,2.0,Dirfak Oppressive,1,2019,01,0,B,83,S
2019_02,Europa,0,55 Cancri e,20.0,0,0.0,162.0,0.0,148.0,7619.0,Okulus Oppressive,0,2019,02,0,B,83,S
2022_01,Earth,0,PSO J318.5-22,36.0,0,0.0,809.0,0.0,86.0,0.0,Gracia Houseson,0,2022,01,1,F,390,S
2024_01,,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Ellard Kinson,1,2024,01,0,G,322,S
2024_02,Earth,0,55 Cancri e,17.0,0,44.0,1535.0,10.0,51.0,0.0,Ianne Kinson,1,2024,02,0,E,150,S
2026_01,Earth,1,TRAPPIST-1e,,0,0.0,0.0,0.0,0.0,0.0,Marlly Warrishales,1,2026,01,0,G,323,S
2026_02,Earth,1,PSO J318.5-22,15.0,0,0.0,0.0,0.0,0.0,0.0,Franda Warrishales,1,2026,02,0,G,323,S
2027_01,Earth,0,55 Cancri e,19.0,0,30.0,1.0,1051.0,0.0,6.0,Iree Oconley,1,2027,01,1,F,399,P
2028_01,Earth,0,PSO J318.5-22,24.0,0,662.0,0.0,0.0,0.0,9.0,Louisa Pooles,0,2028,01,1,F,391,S
2032_01,Mars,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,Powl Shcad,1,2032,01,1,F,402,P
2038_01,Earth,0,TRAPPIST-1e,21.0,0,6.0,133.0,503.0,0.0,2.0,Racyle Ingston,0,2038,01,1,F,404,P
2040_01,Europa,1,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,Lesaten Stiven,1,2040,01,0,B,85,S
2040_02,Europa,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,Alramak Stiven,1,2040,02,0,B,85,S
2041_01,Earth,1,TRAPPIST-1e,64.0,0,,0.0,0.0,0.0,0.0,Pattin Weavesend,1,2041,01,1,G,327,P
2042_01,Earth,0,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,785.0,19.0,Rosiey Floways,0,2042,01,1,F,394,S
2043_01,Mars,1,TRAPPIST-1e,24.0,0,,0.0,0.0,0.0,0.0,Goles Teake,1,2043,01,1,F,395,S
2044_01,Earth,0,TRAPPIST-1e,27.0,0,0.0,0.0,634.0,1.0,23.0,Breney Conleydenan,1,2044,01,1,F,396,S
2045_01,Earth,1,55 Cancri e,42.0,0,0.0,0.0,0.0,0.0,0.0,Gaylah Whitneyes,1,2045,01,1,G,324,S
2051_01,Earth,0,TRAPPIST-1e,20.0,0,2.0,0.0,694.0,0.0,22.0,,1,2051,01,1,E,126,P
2052_01,Mars,0,TRAPPIST-1e,31.0,0,162.0,1211.0,4.0,0.0,1.0,Jele Balle,1,2052,01,1,E,151,S
2053_01,Europa,0,55 Cancri e,26.0,0,281.0,741.0,13.0,0.0,4724.0,Tabbah Wasede,0,2053,01,1,C,68,P
2054_01,Europa,0,55 Cancri e,39.0,0,0.0,0.0,0.0,1528.0,1119.0,Alark Stivelte,0,2054,01,1,C,69,P
2055_01,Earth,0,TRAPPIST-1e,,0,0.0,0.0,0.0,0.0,0.0,Belly Woodwinez,0,2055,01,0,G,330,P
2055_02,,0,PSO J318.5-22,32.0,0,0.0,58.0,0.0,0.0,642.0,Sall Woodwinez,1,2055,02,0,G,330,P
2055_03,Earth,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,,1,2055,03,0,G,330,P
2055_04,Earth,0,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,Lesley Woodwinez,1,2055,04,0,G,330,P
2055_05,Earth,1,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,Harlen Woodwinez,1,2055,05,0,G,330,P
2055_06,Earth,1,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,Janee Canton,0,2055,06,0,G,330,P
2056_01,Earth,1,TRAPPIST-1e,52.0,0,0.0,0.0,0.0,0.0,0.0,Marynk Hanghanson,0,2056,01,0,G,331,P
2056_03,Earth,0,TRAPPIST-1e,68.0,0,0.0,286.0,0.0,1739.0,13.0,Elany Hanghanson,0,2056,03,0,F,407,P
2056_04,Earth,1,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0,Philia Hanghanson,1,2056,04,0,G,331,P
2059_01,Earth,0,TRAPPIST-1e,55.0,0,2.0,0.0,0.0,0.0,907.0,Ellena Moodmandez,1,2059,01,1,G,333,P
2060_01,,0,55 Cancri e,22.0,0,1430.0,0.0,0.0,0.0,423.0,Anniey Baketton,0,2060,01,1,G,327,S
2062_01,Mars,0,TRAPPIST-1e,17.0,0,583.0,0.0,753.0,0.0,0.0,,0,2062,01,1,F,398,S
2063_01,Earth,1,PSO J318.5-22,38.0,0,0.0,0.0,0.0,0.0,0.0,Mistie Leonaldez,0,2063,01,1,G,328,S
2066_01,Earth,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,Bryany Chapmaney,1,2066,01,1,G,329,S
2067_01,Europa,1,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,Alatrin Sprender,1,2067,01,0,C,70,P
2067_02,Europa,0,TRAPPIST-1e,27.0,1,0.0,0.0,72.0,668.0,2713.0,Asellan Sprender,0,2067,02,0,C,70,P
2070_01,Earth,0,TRAPPIST-1e,17.0,0,,1.0,533.0,326.0,0.0,Sanda Gilleyons,1,2070,01,1,E,127,P
2071_01,Europa,0,55 Cancri e,45.0,0,0.0,3559.0,0.0,3615.0,163.0,Zaninon Subateful,0,2071,01,0,C,78,S
2071_02,Europa,0,55 Cancri e,28.0,0,167.0,2406.0,71.0,283.0,650.0,Alduson Subateful,1,2071,02,0,C,78,S
2073_01,Earth,0,TRAPPIST-1e,23.0,0,177.0,0.0,7.0,0.0,448.0,Landa Rivanseney,0,2073,01,1,F,401,S
2074_01,Europa,0,TRAPPIST-1e,24.0,0,1289.0,3343.0,0.0,4996.0,729.0,Sadir Alaring,0,2074,01,0,D,69,S
2075_01,Earth,0,55 Cancri e,29.0,0,270.0,0.0,0.0,25.0,343.0,Janne Yatters,0,2075,01,1,F,402,S
2080_01,Earth,0,TRAPPIST-1e,46.0,0,430.0,0.0,340.0,52.0,61.0,Henryn Joycerton,0,2080,01,1,G,334,P
2081_01,Earth,0,PSO J318.5-22,17.0,0,8.0,911.0,0.0,0.0,0.0,Brie Moodsey,1,2081,01,1,F,411,P
2083_01,Earth,0,TRAPPIST-1e,24.0,0,121.0,20.0,0.0,68.0,506.0,Wen Gibbsonton,0,2083,01,1,F,407,S
2084_02,Europa,1,TRAPPIST-1e,,0,0.0,0.0,0.0,0.0,0.0,Dyonon Boltund,1,2084,02,0,A,16,P
2085_01,Europa,0,TRAPPIST-1e,38.0,0,0.0,590.0,2640.0,6202.0,99.0,Algedia Unaasor,0,2085,01,1,C,72,P
2086_01,Europa,0,TRAPPIST-1e,65.0,0,51.0,4451.0,0.0,20.0,397.0,Marf Wasterivel,1,2086,01,0,A,26,S
2086_02,Europa,0,TRAPPIST-1e,19.0,0,0.0,1342.0,0.0,152.0,556.0,Aldera Wasterivel,1,2086,02,0,A,26,S
2087_01,Earth,0,TRAPPIST-1e,54.0,0,0.0,0.0,872.0,0.0,1.0,Olliey Brownings,1,2087,01,1,F,408,S
2088_01,Earth,0,55 Cancri e,38.0,0,0.0,717.0,0.0,0.0,0.0,Eriey Weaves,0,2088,01,0,F,409,S
2088_02,Earth,0,TRAPPIST-1e,40.0,0,51.0,0.0,1.0,368.0,509.0,Len Weaves,1,2088,02,0,G,331,S
2089_01,Earth,0,PSO J318.5-22,21.0,0,,2.0,133.0,0.0,549.0,Sonard Sterreray,0,2089,01,1,F,412,P
2090_01,Earth,0,TRAPPIST-1e,22.0,0,8.0,0.0,801.0,0.0,12.0,Dia Watkinsley,1,2090,01,1,F,413,P
2091_01,Earth,0,TRAPPIST-1e,33.0,0,356.0,0.0,0.0,245.0,0.0,Arlie Woodwinez,0,2091,01,1,F,414,P
2092_01,Mars,0,TRAPPIST-1e,18.0,0,29.0,0.0,2315.0,0.0,1.0,Muffs Blan,1,2092,01,0,D,70,S
2092_03,Mars,0,TRAPPIST-1e,13.0,0,6726.0,0.0,1605.0,1266.0,0.0,Cray Stpie,0,2092,03,0,,,
2092_04,Mars,0,TRAPPIST-1e,26.0,0,1751.0,0.0,0.0,0.0,0.0,,0,2092,04,0,F,410,S
2092_05,Mars,0,TRAPPIST-1e,22.0,0,2300.0,0.0,22.0,256.0,0.0,Jur Stpie,0,2092,05,0,D,70,S
2094_01,Mars,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,Lles Buncy,1,2094,01,1,F,415,P
2096_01,Mars,0,TRAPPIST-1e,29.0,0,216.0,10.0,611.0,594.0,0.0,Milly Kité,0,2096,01,0,F,412,S
2096_02,Mars,0,TRAPPIST-1e,49.0,0,1624.0,0.0,68.0,0.0,0.0,Weaffs Kinie,0,2096,02,0,F,412,S
2097_01,Europa,1,55 Cancri e,29.0,0,0.0,0.0,0.0,0.0,0.0,Tetra Roftfuling,1,2097,01,1,B,86,S
2099_01,Mars,0,,45.0,0,10.0,1095.0,1474.0,0.0,0.0,Cupers Boste,1,2099,01,1,D,71,S
2100_01,Earth,0,PSO J318.5-22,45.0,0,0.0,0.0,734.0,3.0,5.0,Garyan Briggins,1,2100,01,1,F,413,S
2102_01,Europa,0,TRAPPIST-1e,30.0,0,63.0,9314.0,249.0,2624.0,4538.0,Giedia Seadler,0,2102,01,1,C,79,S
2104_01,Earth,0,TRAPPIST-1e,29.0,0,776.0,0.0,4.0,0.0,23.0,Sonard Bootez,0,2104,01,0,F,414,S
2104_02,Earth,0,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,Brinez Bootez,0,2104,02,0,,,
2105_01,Earth,1,55 Cancri e,16.0,0,0.0,0.0,0.0,0.0,0.0,Benda Loway,0,2105,01,1,G,335,S
2106_01,Earth,0,55 Cancri e,20.0,0,1.0,0.0,0.0,4926.0,1.0,Bertle Calhounez,0,2106,01,1,G,336,S
2107_01,Earth,0,TRAPPIST-1e,33.0,0,235.0,2.0,1.0,650.0,0.0,Sylvin Haynardy,0,2107,01,1,G,338,P
2110_01,Earth,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Ernice Joynewtonks,0,2110,01,1,G,339,P
2111_01,Mars,0,TRAPPIST-1e,24.0,0,600.0,593.0,1404.0,0.0,1.0,Beals Blan,0,2111,01,1,F,417,P
2114_01,Europa,1,55 Cancri e,40.0,0,0.0,0.0,0.0,0.0,0.0,Gollux Folhal,1,2114,01,1,B,87,S
2115_01,Europa,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,Schird Oinded,1,2115,01,1,D,72,S
2116_01,Earth,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,Dellie Waderoachez,0,2116,01,1,G,339,S
2117_01,Europa,0,TRAPPIST-1e,31.0,0,0.0,8718.0,0.0,13036.0,267.0,Azet Rocketedy,0,2117,01,1,,,
2118_01,Earth,1,PSO J318.5-22,26.0,0,0.0,0.0,0.0,0.0,0.0,Kene Macdonadows,0,2118,01,1,G,340,P
2120_01,Mars,0,TRAPPIST-1e,49.0,0,0.0,0.0,1058.0,0.0,0.0,Prah Bla,1,2120,01,1,D,73,S
2121_01,Earth,1,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,Timyra Peterstarks,0,2121,01,1,G,341,P
2123_01,Earth,1,PSO J318.5-22,23.0,0,0.0,0.0,0.0,0.0,0.0,Dianya Johnsondez,0,2123,01,0,G,342,P
2123_02,Earth,1,PSO J318.5-22,14.0,0,0.0,0.0,0.0,0.0,0.0,France Johnsondez,1,2123,02,0,G,342,P
2124_01,Earth,0,55 Cancri e,21.0,0,770.0,0.0,0.0,40.0,0.0,Ine Litthews,0,2124,01,1,G,341,S
2125_01,Earth,0,TRAPPIST-1e,18.0,0,0.0,1.0,0.0,80.0,826.0,Stenny Pagedy,0,2125,01,1,G,343,P
2126_01,Earth,0,TRAPPIST-1e,,0,717.0,0.0,0.0,0.0,0.0,Natha Ricews,0,2126,01,1,F,415,S
2127_01,Earth,0,TRAPPIST-1e,19.0,0,721.0,62.0,7.0,0.0,0.0,Dorice Bailes,1,2127,01,1,F,419,P
2128_01,Earth,0,TRAPPIST-1e,22.0,0,624.0,0.0,0.0,0.0,185.0,Artis Sancockett,0,2128,01,1,G,344,P
2129_01,Earth,0,TRAPPIST-1e,17.0,0,736.0,0.0,2.0,20.0,0.0,Rice Camerrison,0,2129,01,1,F,420,P
2130_01,Earth,0,PSO J318.5-22,13.0,0,0.0,2.0,480.0,10.0,176.0,Marine Oneiles,0,2130,01,1,F,421,P
