PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Deck,Cabin_num,Side
2134_01,Mars,0,TRAPPIST-1e,20.0,0,1146.0,0.0,0.0,0.0,3.0,Mes Pimne,0,F,422,P
2135_01,Earth,0,TRAPPIST-1e,20.0,0,75.0,0.0,0.0,1545.0,0.0,Tin Monroellynn,0,E,129,P
2135_02,Earth,0,TRAPPIST-1e,23.0,0,426.0,0.0,362.0,0.0,0.0,Aarone Monroellynn,0,E,129,P
2136_01,Earth,0,TRAPPIST-1e,61.0,0,2.0,0.0,17.0,868.0,28.0,Sallie Waltonnedy,0,G,343,S
2137_01,Mars,1,TRAPPIST-1e,27.0,0,0.0,0.0,0.0,0.0,0.0,Lopedo Ruité,1,F,423,P
2137_02,Mars,0,55 Cancri e,3.0,0,0.0,0.0,0.0,0.0,0.0,Stoate Queke,1,F,423,P
2137_03,Mars,0,55 Cancri e,4.0,0,0.0,0.0,0.0,0.0,0.0,Slig Queke,1,F,423,P
2138_01,Earth,1,55 Cancri e,13.0,0,0.0,0.0,0.0,0.0,0.0,Colly Powery,1,G,344,S
2139_01,Mars,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,Gibil Razo,1,F,417,S
2140_01,Earth,0,TRAPPIST-1e,18.0,0,0.0,0.0,698.0,0.0,0.0,Andra Drakeekss,1,F,424,P
2141_01,Earth,0,55 Cancri e,66.0,0,0.0,0.0,1610.0,0.0,0.0,Annaha Rivanseney,1,E,130,P
2142_01,Mars,1,TRAPPIST-1e,39.0,0,0.0,0.0,0.0,0.0,0.0,Tostex Pri,1,F,418,S
2143_02,Earth,1,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,Thel Miltongson,0,G,345,S
2144_01,Earth,1,TRAPPIST-1e,56.0,0,0.0,0.0,0.0,0.0,0.0,Helley Philliames,0,,,
2145_01,Earth,0,TRAPPIST-1e,15.0,0,0.0,951.0,128.0,0.0,0.0,Karene Pecketton,0,F,425,P
2147_01,Mars,0,TRAPPIST-1e,,0,1146.0,0.0,47.0,0.0,105.0,Chon Ban,1,E,155,S
2148_01,Earth,0,TRAPPIST-1e,13.0,0,579.0,226.0,61.0,1.0,7.0,Ellana Grahangory,0,F,420,S
2149_01,Europa,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Altares Persed,1,B,89,S
2150_01,Earth,1,PSO J318.5-22,38.0,0,0.0,0.0,0.0,0.0,0.0,Walley Prickmantes,0,G,346,P
2152_01,Earth,0,TRAPPIST-1e,45.0,0,2138.0,0.0,0.0,659.0,0.0,Eulah Bakericks,0,F,426,P
2153_01,Earth,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,Alvia Daviddley,0,G,347,P
2154_01,Earth,0,TRAPPIST-1e,19.0,0,78.0,0.0,0.0,550.0,0.0,Regana Barles,0,G,348,P
2158_01,Earth,0,TRAPPIST-1e,21.0,0,0.0,820.0,0.0,45.0,0.0,Joyn Moraleney,1,F,423,S
2159_01,Earth,0,TRAPPIST-1e,18.0,0,0.0,402.0,2027.0,0.0,0.0,Hencey Casez,1,F,424,S
2162_01,Mars,1,PSO J318.5-22,27.0,0,0.0,0.0,0.0,0.0,0.0,Ral Graie,1,F,425,S
2162_02,Mars,0,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Hoces Graie,1,F,425,S
2163_01,Earth,0,TRAPPIST-1e,27.0,0,0.0,0.0,6.0,745.0,22.0,Adanne Mosepherry,0,G,349,P
2164_01,Europa,1,TRAPPIST-1e,21.0,0,0.0,0.0,0.0,0.0,0.0,Coxaton Queldry,1,B,63,P
2168_01,Mars,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,Fow Lacke,1,F,427,S
2168_02,Mars,0,TRAPPIST-1e,20.0,0,212.0,0.0,991.0,0.0,13.0,Gorice Lacke,0,F,427,S
2171_02,Earth,0,TRAPPIST-1e,41.0,0,2.0,0.0,551.0,5577.0,68.0,Karene Camerrison,0,G,351,P
2172_01,Earth,0,PSO J318.5-22,23.0,0,0.0,774.0,0.0,0.0,0.0,Belly Barbes,1,G,347,S
2173_01,Earth,1,PSO J318.5-22,27.0,0,0.0,0.0,0.0,0.0,0.0,Vina Landolphrey,1,G,352,P
2175_01,Earth,1,55 Cancri e,58.0,0,0.0,0.0,0.0,0.0,0.0,Gabria Callowery,1,G,348,S
2177_01,Mars,1,TRAPPIST-1e,53.0,0,0.0,0.0,0.0,0.0,0.0,Clech Colle,1,F,435,P
2179_01,Europa,0,TRAPPIST-1e,30.0,0,437.0,3585.0,0.0,4488.0,281.0,Eltaird Dianket,0,C,80,S
2180_01,Earth,0,55 Cancri e,24.0,0,1.0,0.0,0.0,318.0,247.0,Coreen Masquez,0,F,428,S
2182_01,Europa,0,TRAPPIST-1e,31.0,0,46.0,1935.0,0.0,995.0,1254.0,Unukath Tiouserful,0,B,64,P
2183_01,Mars,0,PSO J318.5-22,46.0,0,607.0,0.0,41.0,334.0,251.0,Cheeet Ruity,0,F,429,S
2186_01,Earth,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,Ivanne Johnsby,0,G,350,S
2187_01,Earth,0,TRAPPIST-1e,30.0,0,0.0,236.0,0.0,1149.0,0.0,Hary Wiggson,0,F,437,P
2188_01,Earth,0,55 Cancri e,24.0,0,0.0,421.0,0.0,207.0,63.0,Ollip Hopez,0,F,438,P
2189_01,Earth,0,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,628.0,0.0,Nelly Cruzaley,0,G,354,P
2191_01,Mars,1,TRAPPIST-1e,48.0,0,0.0,0.0,0.0,0.0,0.0,Barkix Sidie,1,F,431,S
2193_01,Earth,0,PSO J318.5-22,25.0,0,0.0,0.0,619.0,0.0,70.0,Karlen Singtons,0,F,439,P
2195_01,Earth,0,TRAPPIST-1e,27.0,0,0.0,280.0,119.0,646.0,5.0,Naomie Coleyanglas,1,F,440,P
2196_01,Europa,0,TRAPPIST-1e,47.0,0,,32.0,0.0,4027.0,1440.0,Muonin Veriedeezy,0,B,65,P
2196_02,Europa,0,55 Cancri e,26.0,0,26.0,4587.0,0.0,102.0,0.0,Zinonon Veriedeezy,1,B,65,P
2196_03,Europa,1,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,Genubi Veriedeezy,1,B,65,P
2196_04,Europa,0,55 Cancri e,42.0,0,0.0,1180.0,0.0,2677.0,283.0,Alrairk Veriedeezy,0,B,65,P
2198_01,Earth,0,55 Cancri e,61.0,0,0.0,654.0,902.0,0.0,68.0,Joela Franey,1,E,156,S
2200_01,Mars,0,TRAPPIST-1e,29.0,0,1443.0,1108.0,47.0,0.0,0.0,Grawk Prité,0,F,442,P
2201_01,Europa,0,55 Cancri e,32.0,0,0.0,1968.0,13.0,1051.0,0.0,Suhelik Subateful,1,D,75,S
2202_01,Mars,0,TRAPPIST-1e,51.0,0,1671.0,0.0,17.0,0.0,0.0,Stmeal Horte,0,F,443,P
2203_01,Mars,0,TRAPPIST-1e,43.0,0,2019.0,0.0,560.0,0.0,0.0,Guanch Boyst,0,D,76,S
2205_01,Earth,0,TRAPPIST-1e,31.0,0,0.0,0.0,187.0,602.0,0.0,Brance Vandan,0,E,157,S
2207_01,Earth,0,TRAPPIST-1e,20.0,0,546.0,0.0,228.0,0.0,0.0,Andine Hales,0,G,354,S
2209_01,Earth,0,TRAPPIST-1e,29.0,0,1356.0,20.0,0.0,13.0,0.0,,0,F,433,S
2210_01,Earth,1,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,Helly Hestes,0,G,355,S
2211_01,Earth,0,TRAPPIST-1e,15.0,0,0.0,2347.0,0.0,380.0,0.0,Amela Hurles,1,F,434,S
2212_01,Earth,0,TRAPPIST-1e,50.0,0,0.0,5.0,0.0,2170.0,0.0,Ebonyd Swanardy,0,F,445,P
2215_01,Europa,0,55 Cancri e,41.0,1,0.0,29813.0,0.0,1257.0,6.0,Pulchib Quidedbolt,1,A,27,S
2215_02,Europa,0,TRAPPIST-1e,43.0,0,2.0,2229.0,33.0,6.0,198.0,,1,A,27,S
2215_03,Europa,1,TRAPPIST-1e,32.0,0,0.0,0.0,0.0,0.0,0.0,Grafi Quidedbolt,1,A,27,S
2215_04,Europa,0,,36.0,0,0.0,3206.0,0.0,698.0,72.0,Ranons Ingent,0,A,27,S
2220_01,Earth,0,TRAPPIST-1e,47.0,0,0.0,0.0,880.0,0.0,2.0,Ralda Acobsond,1,G,357,S
2223_01,Earth,0,TRAPPIST-1e,,0,0.0,86.0,0.0,252.0,570.0,Glena Vanglis,0,G,358,S
2224_01,Earth,0,TRAPPIST-1e,14.0,0,0.0,600.0,0.0,204.0,0.0,Dessie Polloantes,1,F,435,S
2225_01,Earth,1,PSO J318.5-22,25.0,0,0.0,0.0,0.0,0.0,0.0,Willey Puckley,0,G,356,P
2228_01,Mars,0,TRAPPIST-1e,63.0,0,1172.0,0.0,1.0,0.0,0.0,Basps Rasty,0,E,158,S
2229_01,Earth,0,TRAPPIST-1e,22.0,0,48.0,329.0,182.0,26.0,154.0,Ianya Norry,0,F,437,S
2231_01,Mars,0,TRAPPIST-1e,32.0,0,2.0,416.0,26.0,510.0,0.0,Hon Late,0,E,159,S
2232_01,Earth,0,55 Cancri e,31.0,0,0.0,14.0,671.0,1.0,3.0,Eriky Dyers,0,F,438,S
2233_01,Earth,0,TRAPPIST-1e,39.0,0,9.0,18.0,0.0,2.0,878.0,Nelle Alfordonard,0,G,359,P
2234_01,Mars,1,55 Cancri e,20.0,0,0.0,0.0,0.0,0.0,0.0,Newtch Gen,1,F,448,P
2234_02,Mars,1,55 Cancri e,20.0,0,0.0,0.0,0.0,0.0,0.0,Resers Gread,1,F,448,P
2234_04,Mars,0,55 Cancri e,20.0,0,552.0,8.0,1348.0,5.0,0.0,Jet Gen,0,E,134,P
2234_05,Mars,0,TRAPPIST-1e,31.0,0,21.0,0.0,1031.0,0.0,0.0,Burs Flité,0,D,66,P
2234_06,Mars,1,55 Cancri e,17.0,0,0.0,0.0,0.0,0.0,0.0,Shood Gen,1,F,448,P
2234_07,Mars,0,TRAPPIST-1e,24.0,0,2538.0,0.0,61.0,0.0,0.0,Sumpid Gread,0,F,448,P
2235_01,Earth,0,TRAPPIST-1e,27.0,0,203.0,539.0,0.0,0.0,0.0,Elica Tranciams,0,F,449,P
2237_01,Europa,0,55 Cancri e,28.0,0,0.0,162.0,741.0,3733.0,99.0,Skatik Fushausive,1,C,83,S
2237_02,Europa,1,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,0.0,Ruchban Fushausive,1,C,83,S
2239_01,Earth,0,PSO J318.5-22,26.0,0,93.0,0.0,469.0,0.0,0.0,Kencey Franchaney,1,F,439,S
2241_01,Earth,0,TRAPPIST-1e,27.0,0,485.0,1109.0,921.0,0.0,1.0,Jacky Jacostaffey,0,F,451,P
2243_01,Earth,0,TRAPPIST-1e,22.0,0,38.0,483.0,80.0,47.0,121.0,Thondy Booness,1,G,362,P
2251_01,Europa,0,55 Cancri e,62.0,0,320.0,1179.0,756.0,4996.0,85.0,Yilduno Hoodjuded,0,A,29,S
2251_02,Europa,0,TRAPPIST-1e,58.0,0,2.0,1.0,14.0,2.0,1153.0,Zaurion Hoodjuded,0,A,29,S
2252_01,Earth,0,,37.0,0,0.0,1368.0,0.0,0.0,960.0,Ernard Willy,0,G,363,P
2253_01,Earth,0,TRAPPIST-1e,54.0,0,701.0,32.0,171.0,8.0,0.0,Cherry Cruzaley,0,G,359,S
2255_02,Europa,1,TRAPPIST-1e,34.0,0,0.0,0.0,0.0,0.0,0.0,Polah Spadicage,1,C,75,P
2256_01,Earth,1,TRAPPIST-1e,47.0,0,0.0,0.0,0.0,0.0,0.0,Aarone Batestonley,1,G,360,S
2257_01,Europa,0,TRAPPIST-1e,27.0,1,0.0,3341.0,0.0,80.0,654.0,Atonea Diateous,1,C,76,P
2257_02,Europa,1,55 Cancri e,22.0,0,0.0,0.0,0.0,0.0,0.0,Nasliak Diateous,1,B,66,P
2258_01,Earth,1,TRAPPIST-1e,46.0,0,,0.0,0.0,0.0,0.0,All Leonzaley,1,G,364,P
2261_01,Earth,0,TRAPPIST-1e,29.0,0,0.0,0.0,885.0,0.0,0.0,Millia Bairdford,1,F,441,S
2262_01,Earth,0,55 Cancri e,43.0,0,485.0,4.0,136.0,48.0,0.0,Clarry Kimpson,0,G,365,P
2263_01,Earth,0,TRAPPIST-1e,42.0,0,0.0,0.0,32.0,772.0,0.0,Andie Burnewman,0,F,456,P
2264_01,Earth,0,TRAPPIST-1e,39.0,0,0.0,0.0,13.0,0.0,868.0,Lanedy Youngrayes,1,F,442,S
2266_01,Mars,0,TRAPPIST-1e,30.0,0,616.0,0.0,185.0,210.0,475.0,Dow Conca,0,F,457,P
2267_01,Mars,0,TRAPPIST-1e,43.0,0,2318.0,0.0,647.0,81.0,0.0,Gratsp Meake,1,E,161,S
2268_01,Earth,1,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,Camiet Mcbriggins,0,G,366,P
2269_01,Mars,1,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,Ork Blees,1,F,458,P
2272_01,Earth,0,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,,1,G,367,P
2272_02,Earth,1,55 Cancri e,21.0,0,0.0,0.0,0.0,0.0,0.0,Mela Quinnerettt,1,,,
2272_03,Earth,0,TRAPPIST-1e,1.0,0,0.0,0.0,0.0,0.0,0.0,Ricard Kirks,1,G,367,P
2273_01,Earth,0,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,10.0,778.0,Timmy Hanner,0,E,162,S
2274_01,Europa,1,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0,Alrairk Proorbeng,1,C,79,P
2274_02,Europa,1,55 Cancri e,28.0,0,0.0,0.0,0.0,0.0,0.0,Mino Shoeweely,1,C,79,P
2275_01,Mars,0,PSO J318.5-22,36.0,0,241.0,0.0,670.0,0.0,0.0,Mos Tirt,0,F,460,P
2278_01,Europa,1,55 Cancri e,18.0,0,0.0,0.0,0.0,0.0,0.0,Gemmam Crantiale,1,C,80,P
2279_01,Europa,0,55 Cancri e,47.0,0,0.0,140.0,0.0,85.0,3970.0,Axionon Pippoppere,0,B,91,S
2280_01,Europa,0,TRAPPIST-1e,18.0,0,20.0,1064.0,0.0,0.0,11643.0,Lesat Femoused,0,B,92,S
2282_01,Earth,0,TRAPPIST-1e,20.0,0,0.0,544.0,1.0,0.0,378.0,Ellena Burtiz,0,F,461,P
2284_01,Mars,0,TRAPPIST-1e,18.0,0,262.0,302.0,1127.0,4225.0,0.0,Poloos Butte,0,F,463,P
2287_01,Earth,0,TRAPPIST-1e,37.0,0,0.0,1.0,0.0,219.0,0.0,Shally Reyersendry,0,F,464,P
2288_01,Earth,0,TRAPPIST-1e,22.0,0,12.0,746.0,802.0,58.0,0.0,Dia Figuez,0,E,163,S
2289_01,Mars,0,TRAPPIST-1e,37.0,0,20.0,0.0,2559.0,20.0,0.0,Hary Jaff,1,F,465,P
2291_01,Earth,0,55 Cancri e,6.0,0,0.0,0.0,0.0,0.0,0.0,Patoya Pittler,0,G,365,S
2291_02,Earth,0,TRAPPIST-1e,36.0,0,3.0,0.0,435.0,8.0,277.0,Nancey Pittler,0,G,365,S
2291_03,Earth,0,55 Cancri e,46.0,0,426.0,37.0,0.0,0.0,568.0,,0,F,445,S
2295_02,Earth,0,TRAPPIST-1e,37.0,0,0.0,8.0,70.0,360.0,258.0,Jillie Emenez,0,F,466,P
2296_01,Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,Kencey Patteraley,1,G,369,P
2298_01,Earth,0,PSO J318.5-22,33.0,0,270.0,412.0,1.0,0.0,5.0,Thery Fredersend,0,F,467,P
2299_01,Mars,0,TRAPPIST-1e,35.0,0,174.0,0.0,381.0,0.0,62.0,Wealke Ramad,0,F,448,S
2300_01,Europa,0,55 Cancri e,19.0,0,0.0,0.0,0.0,0.0,8195.0,Genubik Alcemblery,0,C,81,P
2300_02,Europa,0,55 Cancri e,34.0,0,0.0,22.0,0.0,3028.0,3768.0,Arid Alcemblery,0,C,81,P
2301_01,Earth,0,TRAPPIST-1e,23.0,0,1010.0,0.0,33.0,10.0,0.0,Colly Hodgesss,1,F,449,S
2301_02,Earth,0,55 Cancri e,37.0,0,1508.0,0.0,0.0,1.0,0.0,Weslie Hodgesss,0,G,367,S
2301_03,Earth,0,55 Cancri e,24.0,0,1367.0,0.0,1.0,0.0,0.0,Marine Hodgesss,0,F,449,S
2302_01,Europa,0,TRAPPIST-1e,54.0,1,0.0,3381.0,0.0,4463.0,34.0,Sterion Dedometeel,0,A,18,P
2303_01,Mars,0,55 Cancri e,52.0,0,1377.0,0.0,32.0,22.0,0.0,Beal Chort,1,F,468,P
2305_01,Earth,1,TRAPPIST-1e,60.0,0,0.0,0.0,0.0,0.0,0.0,,0,G,368,S
2306_02,Europa,0,TRAPPIST-1e,,0,0.0,0.0,0.0,0.0,0.0,Gomeron Colensid,1,C,82,P
2306_03,Europa,0,TRAPPIST-1e,22.0,0,0.0,297.0,3.0,676.0,2924.0,Asellum Colensid,0,C,82,P
2306_04,Europa,0,55 Cancri e,27.0,0,0.0,12077.0,0.0,75.0,0.0,Izarkab Ticiontral,1,C,82,P
2306_05,Europa,1,55 Cancri e,48.0,0,0.0,0.0,0.0,0.0,0.0,Bram Colensid,1,C,82,P
2306_06,Europa,0,55 Cancri e,47.0,0,1320.0,428.0,4.0,24.0,0.0,Luxons Colensid,0,C,82,P
2308_01,Europa,1,TRAPPIST-1e,25.0,0,0.0,0.0,0.0,0.0,0.0,Plas Pringrous,1,D,77,S
2308_02,Europa,0,55 Cancri e,49.0,0,9.0,2426.0,95.0,1249.0,168.0,Beten Pringrous,0,D,77,S
2308_03,Europa,0,TRAPPIST-1e,33.0,0,0.0,2012.0,1.0,9124.0,4.0,Asellum Pringrous,0,D,77,S
2309_01,Earth,1,PSO J318.5-22,5.0,0,0.0,0.0,0.0,0.0,0.0,Feryla Whitledges,0,G,371,P
2310_01,Europa,1,55 Cancri e,60.0,0,0.0,0.0,0.0,0.0,0.0,Alaron Holiabler,1,D,68,P
2310_02,Europa,1,TRAPPIST-1e,56.0,0,0.0,0.0,0.0,0.0,0.0,Geons Holiabler,1,D,68,P
2310_03,Europa,0,TRAPPIST-1e,59.0,0,0.0,2210.0,0.0,4085.0,11.0,Elebara Pleele,0,D,68,P
2312_01,,1,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,Billex Sykess,0,G,369,S
2313_01,Mars,0,TRAPPIST-1e,29.0,0,1365.0,0.0,791.0,210.0,0.0,Lish Kart,0,F,469,P
2314_01,Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Troyce Folemonley,0,G,370,S
2315_01,Europa,1,55 Cancri e,34.0,0,0.0,0.0,0.0,0.0,0.0,Murzima Singmage,1,B,67,P
2318_01,Earth,0,TRAPPIST-1e,18.0,0,128.0,37.0,626.0,0.0,5.0,Lindy Bradamss,0,F,470,P
2319_01,,1,PSO J318.5-22,57.0,0,0.0,0.0,0.0,0.0,0.0,Evendy Estron,0,G,373,P
2320_01,Earth,0,55 Cancri e,,0,0.0,760.0,0.0,21.0,23.0,Thel Francock,0,F,450,S
2327_01,Europa,0,TRAPPIST-1e,32.0,0,0.0,4106.0,388.0,892.0,2.0,Alyat Oidederval,1,B,68,P
2332_01,Earth,0,TRAPPIST-1e,21.0,0,556.0,0.0,20.0,1589.0,0.0,Cellex Mccarry,0,F,453,S
2333_01,Mars,0,TRAPPIST-1e,16.0,0,0.0,0.0,0.0,0.0,0.0,Igrish Fiha,0,E,137,P
2336_01,Europa,1,55 Cancri e,45.0,0,0.0,0.0,0.0,0.0,0.0,Alhail Fulatorly,1,A,30,S
2338_01,Earth,1,55 Cancri e,27.0,0,0.0,0.0,0.0,0.0,0.0,Elenay Moodman,1,G,376,P
2338_02,Earth,0,TRAPPIST-1e,26.0,0,14.0,0.0,0.0,857.0,0.0,Julion Moodman,0,F,474,P
2339_01,Mars,0,TRAPPIST-1e,46.0,0,1290.0,0.0,57.0,0.0,0.0,Book Shrie,0,F,475,P
2347_01,Earth,0,55 Cancri e,28.0,0,613.0,22.0,0.0,0.0,0.0,Evaley Wellierras,0,F,477,P
2347_02,Earth,1,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,Janne Wellierras,1,G,377,P
2347_03,Earth,1,TRAPPIST-1e,7.0,0,0.0,0.0,0.0,0.0,0.0,Ward Wellierras,0,G,377,P
2347_04,Earth,1,PSO J318.5-22,0.0,0,0.0,0.0,0.0,0.0,0.0,Joanry Wellierras,1,G,377,P
2347_05,Earth,1,55 Cancri e,15.0,0,0.0,0.0,0.0,0.0,0.0,Lewise Wellierras,1,G,377,P
2348_01,Europa,0,55 Cancri e,44.0,1,0.0,1223.0,78.0,1418.0,1239.0,Asellux Alaring,0,D,78,S
2349_01,Earth,0,TRAPPIST-1e,35.0,0,0.0,722.0,0.0,0.0,185.0,All Brookes,0,G,379,S
2353_01,Earth,0,TRAPPIST-1e,30.0,0,27.0,5412.0,86.0,0.0,0.0,Janney Morgerson,1,G,380,S
2356_01,Mars,0,TRAPPIST-1e,45.0,1,773.0,82.0,0.0,6.0,0.0,Koat Peane,0,D,80,S
2356_02,Mars,1,TRAPPIST-1e,4.0,0,0.0,0.0,0.0,0.0,0.0,Alls Peane,1,D,80,S
2357_01,Earth,0,TRAPPIST-1e,20.0,0,0.0,409.0,994.0,215.0,0.0,Vandy Whitez,0,E,139,P
2360_01,Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Dorene Boyersons,1,G,379,P
2361_01,Earth,1,PSO J318.5-22,3.0,0,0.0,0.0,0.0,0.0,0.0,Teryla Belley,0,G,380,P
2361_02,Earth,0,,29.0,0,0.0,0.0,792.0,0.0,0.0,Megany Belley,1,F,481,P
2363_01,Europa,0,TRAPPIST-1e,28.0,0,2416.0,8926.0,41.0,1.0,462.0,Castab Unregul,1,C,85,S
2366_01,Mars,1,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,Almone Raste,0,F,482,P
2367_01,Earth,0,TRAPPIST-1e,19.0,0,0.0,0.0,1.0,644.0,0.0,Mela Brookes,0,F,483,P
2368_01,Mars,0,TRAPPIST-1e,22.0,0,579.0,0.0,267.0,0.0,108.0,Prow Potte,0,E,141,P
2369_01,Earth,0,TRAPPIST-1e,30.0,0,3.0,0.0,880.0,0.0,40.0,Netty Youngrayes,0,F,484,P
2373_01,Europa,0,TRAPPIST-1e,36.0,0,0.0,4756.0,0.0,7818.0,96.0,Bens Aneetle,0,D,81,S
2374_01,Mars,0,TRAPPIST-1e,20.0,0,464.0,0.0,1432.0,0.0,0.0,Gers Sames,1,E,166,S
2375_01,Earth,0,55 Cancri e,22.0,0,0.0,0.0,659.0,94.0,0.0,Jeroy Franankson,1,G,383,P
2376_01,Earth,0,55 Cancri e,22.0,0,0.0,30.0,0.0,0.0,673.0,Harlos Coffmaney,0,F,459,S
2379_01,Earth,0,TRAPPIST-1e,35.0,0,194.0,0.0,678.0,0.0,0.0,Monard Grifford,0,F,487,P
2384_01,Earth,1,TRAPPIST-1e,57.0,0,0.0,0.0,0.0,0.0,0.0,Paulah Cleachrand,0,G,383,S
2384_02,Earth,1,PSO J318.5-22,3.0,0,0.0,0.0,0.0,0.0,0.0,Landa Cleachrand,0,G,383,S
2384_03,Earth,0,55 Cancri e,11.0,0,0.0,0.0,0.0,0.0,0.0,Cathya Pollarkeeks,1,G,383,S
2384_06,Earth,0,TRAPPIST-1e,30.0,0,0.0,0.0,0.0,0.0,0.0,Lerome Cleachrand,0,G,383,S
2384_07,,1,TRAPPIST-1e,11.0,0,0.0,0.0,0.0,0.0,0.0,Neila Pollarkeeks,1,,,
2385_01,Mars,0,TRAPPIST-1e,23.0,0,1773.0,0.0,78.0,0.0,3.0,Jacats Pité,0,F,461,S
2387_01,Earth,0,TRAPPIST-1e,58.0,0,,400.0,0.0,690.0,490.0,Debony Estiagosen,1,E,142,P
2389_01,Earth,0,TRAPPIST-1e,22.0,0,0.0,46.0,0.0,676.0,0.0,Annon Solon,0,G,384,S
2390_01,Earth,0,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,59.0,4120.0,Joelan Burrilllins,0,G,385,P
2391_01,Earth,0,TRAPPIST-1e,20.0,0,768.0,19.0,0.0,1.0,0.0,Chery Hendrys,0,E,143,P
2392_01,,1,TRAPPIST-1e,37.0,0,0.0,0.0,0.0,0.0,0.0,Isaacy Salin,1,G,386,P
2396_01,Earth,0,TRAPPIST-1e,46.0,0,0.0,557.0,0.0,287.0,781.0,Deaney Handertiz,0,E,168,S
2396_02,Earth,0,TRAPPIST-1e,30.0,0,854.0,0.0,30.0,0.0,0.0,Sallie Handertiz,0,G,386,S
2397_01,Earth,0,55 Cancri e,36.0,0,0.0,810.0,0.0,0.0,0.0,Elenna Raney,0,G,387,S
2398_01,Earth,0,TRAPPIST-1e,21.0,0,0.0,780.0,44.0,0.0,5.0,Loresa Barnolaney,0,F,490,P
2399_01,Mars,0,TRAPPIST-1e,25.0,1,854.0,0.0,319.0,0.0,0.0,Stisps Sin,0,E,169,S
2402_01,Earth,1,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Glenna Valezaley,0,G,389,P
2403_01,Earth,0,,25.0,0,7.0,0.0,0.0,877.0,0.0,Antony Frederry,0,G,388,S
2404_02,Europa,1,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,Alatik Disheract,1,C,86,S
2404_03,Europa,0,55 Cancri e,36.0,0,828.0,5553.0,130.0,47.0,1171.0,Girtan Oilpuring,1,C,86,S
2404_04,,1,TRAPPIST-1e,44.0,0,0.0,0.0,0.0,0.0,0.0,Dira Disheract,1,C,86,S
2406_01,Mars,1,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,0.0,0.0,Cornys Pie,1,F,465,S
2409_01,Earth,0,55 Cancri e,22.0,0,292.0,395.0,0.0,0.0,3.0,Briam Pottonalden,0,F,492,P
2409_02,Earth,1,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,Eulahy Pottonalden,1,G,390,P
2411_01,Earth,0,TRAPPIST-1e,29.0,0,19.0,2115.0,17.0,0.0,0.0,Brinez Howenters,1,F,493,P
2412_01,Earth,1,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Rone Bertsontry,1,G,392,P
2413_01,Earth,1,PSO J318.5-22,18.0,0,0.0,0.0,0.0,0.0,0.0,Tyrona Barnoldeney,1,G,390,S
2414_01,Europa,0,TRAPPIST-1e,42.0,0,0.0,1829.0,2.0,3133.0,2447.0,Mergak Headfair,0,T,1,P
2416_01,Earth,0,TRAPPIST-1e,43.0,0,9.0,0.0,1079.0,0.0,729.0,Lesley Nolds,0,G,391,S
2417_01,Earth,0,TRAPPIST-1e,32.0,0,11.0,31.0,0.0,836.0,9.0,Shanya Mcgowaymond,0,G,393,P
2419_01,Earth,1,TRAPPIST-1e,15.0,0,0.0,0.0,0.0,0.0,0.0,Eriney Mclainez,1,G,394,P
2421_01,Mars,0,TRAPPIST-1e,22.0,0,0.0,0.0,0.0,0.0,0.0,Comats Sepie,1,E,145,P
2423_01,Earth,1,TRAPPIST-1e,20.0,0,0.0,0.0,0.0,0.0,0.0,Bonya Boltond,0,G,395,P
